id,next_arrive_time
210457,91.47620101923486
210458,97.61148946786737
210459,99.44686740644241
210460,93.23675836697291
210461,109.39800598776098
210462,83.13597860398038
210463,93.76050250283178
210464,82.08849033226264
210465,92.33891127692914
210466,90.0194729609827
210467,96.75332613631106
210468,88.22377878089515
210469,96.22958200045218
210470,92.26409068609215
210471,102.29004985824771
210472,94.73317018371256
210473,87.84967582671023
210474,93.16193777613593
210475,84.34075553392498
210476,81.42275249128268
210477,101.32502965391984
210478,100.95092669973492
210479,97.95810306625566
210480,106.26318864916064
210481,115.0171977770875
210482,110.22867996352068
210483,93.54368820687372
210484,93.16958525268882
210485,85.23860262396875
210486,91.67317343594918
210487,122.19997449743775
210488,86.88465562238235
210489,91.89763520846013
210490,98.03292365709264
210491,110.01796286890803
210492,97.74738597164301
210493,95.17599652738902
210494,98.39328193337923
210495,92.18317289390974
210496,108.34442051469782
210497,82.08239313091721
210498,92.70691702976862
210499,81.03490485919946
210500,86.04788444527725
210501,91.28532580386596
210502,88.96588748791953
210503,95.6997406632479
210504,87.17019330783197
210505,95.17599652738902
210506,91.21050521302898
210507,101.23646438518455
210508,106.69836751628421
210509,95.67225130745126
210510,94.10101889987465
210511,87.21752454287233
210512,92.52978649229803
210513,84.97290681776288
210514,82.05490377512058
210515,101.95718093775773
210516,101.58307798357282
210517,98.59025435009356
210518,106.89533993299852
210519,115.6493490609254
210520,110.86083124735856
210521,94.17583949071164
210522,93.80173653652672
210523,85.87075390780666
210524,92.30532471978708
210525,122.83212578127565
210526,87.51680690622025
210527,116.49221743937593
210528,102.42594636202335
210529,95.38671362200165
210530,98.60399902799188
210531,92.39388998852237
210532,108.55513760931044
210533,82.29311022552984
210534,92.91763412438125
210535,81.24562195381209
210536,86.25860153988987
210537,92.1281941823165
210538,89.80875586637006
210539,96.54260904169843
210540,88.0130616862825
210541,96.01886490583955
210542,92.05337359147953
210543,102.07933276363508
210544,107.54123589473474
210545,124.37586883305565
210546,96.54260904169843
210547,87.63895873209759
210548,92.9512206815233
210549,85.39434100698814
210550,82.47633796434584
210551,102.37861512698301
210552,102.00451217279809
210553,99.01168853931883
210554,107.3167741222238
210555,94.5972736799369
210556,94.223170725752
210557,86.29218809703193
210558,92.72675890901235
210559,123.25355997050093
210560,87.93824109544552
210561,92.9512206815233
210562,99.0865091301558
210563,112.12513381503437
210564,99.85455691776936
210565,96.8617332842901
210566,99.02543321721714
210567,92.81532417774764
210568,108.97657179853572
210569,82.71454441475511
210570,93.33906831360652
210571,81.66705614303736
210572,91.91747708770387
210573,89.59803877175743
210574,96.3318919470858
210575,87.80234459166986
210576,95.80814781122692
210577,91.84265649686688
210578,101.86861566902245
210579,107.33051880012212
210580,124.16515173844302
210581,96.3318919470858
210582,95.88296840206391
210583,94.31173599448728
210584,87.42824163748496
210585,82.26562086973321
210586,102.16789803237037
210587,104.7881689868722
210588,113.54217811479907
210589,108.75366030123223
210590,92.0686685445853
210591,91.69456559040037
210592,83.76358296168031
210593,90.19815377366075
210594,120.7249548351493
210595,85.40963596009391
210596,90.4226155461717
210597,96.55790399480419
210598,109.59652867968276
210599,114.3850464932496
210600,100.31877541589702
210601,96.9182622710908
210602,90.70815323162131
210603,106.86940085240937
210604,80.60737346862877
210605,91.23189736748017
210606,79.55988519691103
210607,89.81030614157753
210608,87.49086782563108
210609,94.22472100095945
210610,85.69517364554352
210611,93.70097686510059
210612,89.73548555074055
210613,100.18287891212137
210614,85.74250488058388
210615,80.57988411283215
210616,100.4821612754693
210617,100.10805832128439
210618,114.17432939863696
210619,109.38581158507013
210620,92.70081982842319
210621,92.32671687423829
210622,84.39573424551821
210623,90.83030505749865
210624,97.19005527864209
210625,109.1750944904575
210626,85.83107014931917
210627,90.84404973539696
210628,96.97933818402947
210629,109.8072457742954
210630,114.59576358786222
210631,99.44686740644241
210632,93.23675836697291
210633,109.39800598776098
210634,83.13597860398038
