id,next_arrive_time
210457,92.66649250729824
210458,98.78463578339142
210459,102.78176250759861
210460,96.74400871236867
210461,112.24199479860545
210462,86.04020726507588
210463,97.1345351045311
210464,86.18396251155355
210465,96.50596487514849
210466,93.69804427110648
210467,99.28451287468488
210468,90.8335620475118
210469,99.46573042059026
210470,95.71862489196064
210471,106.41198079798778
210472,97.6821407044481
210473,90.53787239546364
210474,95.78245956600585
210475,88.04785560104938
210476,85.0304389900557
210477,104.75912039259856
210478,103.05827332526678
210479,100.03714975618641
210480,107.8816392205772
210481,116.0848145710479
210482,110.43343468775856
210483,94.11372725300316
210484,93.73092384560732
210485,85.75468349287985
210486,92.20160607334401
210487,121.30770442548965
210488,87.7389817370422
210489,92.66649250729824
210490,98.78463578339142
210491,113.39804439357249
210492,101.22263350906724
210493,98.72403209425102
210494,102.78176250759861
210495,96.74400871236867
210496,112.24199479860545
210497,86.04020726507588
210498,97.1345351045311
210499,86.18396251155355
210500,91.46711447816051
210501,96.50596487514849
210502,93.69804427110648
210503,99.28451287468488
210504,90.8335620475118
210505,99.46573042059026
210506,95.71862489196064
210507,106.41198079798778
210508,112.25918105167511
210509,99.4636584410473
210510,97.6821407044481
210511,90.53787239546364
210512,95.78245956600585
210513,88.04785560104938
210514,85.0304389900557
210515,104.75912039259856
210516,103.05827332526678
210517,100.03714975618641
210518,107.8816392205772
210519,116.0848145710479
210520,110.43343468775856
210521,94.11372725300316
210522,93.73092384560732
210523,85.75468349287985
210524,92.20160607334401
210525,121.30770442548965
210526,87.7389817370422
210527,117.97279738141515
210528,104.70388497487875
210529,98.72403209425102
210530,102.78176250759861
210531,96.74400871236867
210532,112.24199479860545
210533,86.04020726507588
210534,97.1345351045311
210535,86.18396251155355
210536,91.46711447816051
210537,96.50596487514849
210538,93.69804427110648
210539,99.28451287468488
210540,90.8335620475118
210541,99.46573042059026
210542,95.71862489196064
210543,106.41198079798778
210544,112.25918105167511
210545,129.20179770418326
210546,100.34581486873503
210547,90.53787239546364
210548,95.78245956600585
210549,88.04785560104938
210550,85.0304389900557
210551,104.75912039259856
210552,103.05827332526678
210553,100.03714975618641
210554,107.8816392205772
210555,94.11372725300316
210556,93.73092384560732
210557,85.75468349287985
210558,92.20160607334401
210559,121.30770442548965
210560,87.7389817370422
210561,92.66649250729824
210562,98.78463578339142
210563,113.39804439357249
210564,101.22263350906724
210565,98.72403209425102
210566,102.78176250759861
210567,96.74400871236867
210568,112.24199479860545
210569,86.04020726507588
210570,97.1345351045311
210571,86.18396251155355
210572,96.50596487514849
210573,93.69804427110648
210574,99.28451287468488
210575,90.8335620475118
210576,99.46573042059026
210577,95.71862489196064
210578,106.41198079798778
210579,112.25918105167511
210580,129.20179770418326
210581,100.34581486873503
210582,99.4636584410473
210583,97.6821407044481
210584,90.53787239546364
210585,85.0304389900557
210586,104.75912039259856
210587,107.8816392205772
210588,116.0848145710479
210589,110.43343468775856
210590,94.11372725300316
210591,93.73092384560732
210592,85.75468349287985
210593,92.20160607334401
210594,121.30770442548965
210595,87.7389817370422
210596,92.66649250729824
210597,98.78463578339142
210598,113.39804439357249
210599,117.97279738141515
210600,104.70388497487875
210601,102.78176250759861
210602,96.74400871236867
210603,112.24199479860545
210604,86.04020726507588
210605,97.1345351045311
210606,86.18396251155355
210607,96.50596487514849
210608,93.69804427110648
210609,99.28451287468488
210610,90.8335620475118
210611,99.46573042059026
210612,95.71862489196064
210613,106.41198079798778
210614,90.53787239546364
210615,85.0304389900557
210616,104.75912039259856
210617,103.05827332526678
210618,116.0848145710479
210619,110.43343468775856
210620,94.11372725300316
210621,93.73092384560732
210622,85.75468349287985
210623,92.20160607334401
210624,98.78463578339142
210625,110.46771895803977
210626,87.7732660073234
210627,92.70077677757945
210628,98.81892005367263
210629,113.4323286638537
210630,118.00708165169635
210631,102.81604677787982
210632,96.77829298264987
210633,112.27627906888665
210634,86.07449153535708
210635,97.1688193748123
210636,86.21824678183475
210637,96.5402491454297
210638,93.73232854138769
210639,99.31879714496608
210640,90.86784631779301
210641,99.50001469087147
210642,95.75290916224185
210643,106.44626506826899
210644,112.29346532195632
210645,129.23608197446447
210646,100.38009913901624
210647,99.4979427113285
210648,97.7164249747293
210649,90.57215666574484
210650,85.0647232603369
210651,104.79340466287977
210652,103.09255759554799
210653,100.07143402646761
210654,107.9159234908584
210655,116.1190988413291
210656,110.46771895803977
210657,94.14801152328437
210658,93.76520811588853
210659,85.78896776316105
210660,92.23589034362521
210661,110.45561930867552
210662,87.7732660073234
210663,92.70077677757945
210664,98.81892005367263
210665,113.4323286638537
210666,102.81604677787982
210667,96.77829298264987
210668,112.27627906888665
210669,86.07449153535708
210670,97.1688193748123
210671,86.21824678183475
210672,91.50139874844172
210673,96.5402491454297
210674,93.73232854138769
210675,99.31879714496608
210676,90.86784631779301
210677,99.50001469087147
210678,95.75290916224185
210679,106.44626506826899
210680,112.29346532195632
210681,129.23608197446447
210682,100.38009913901624
210683,99.4979427113285
210684,97.7164249747293
210685,90.57215666574484
210686,95.81674383628706
210687,88.08213987133058
210688,85.0647232603369
210689,104.79340466287977
210690,103.09255759554799
210691,100.07143402646761
210692,107.9159234908584
210693,94.14801152328437
210694,93.76520811588853
210695,85.78896776316105
210696,92.23589034362521
210697,110.45561930867552
210698,87.7732660073234
210699,92.70077677757945
210700,98.81892005367263
210701,113.4323286638537
210702,98.75831636453222
210703,91.70217350187886
210704,100.56251284098835
210705,102.81604677787982
210706,96.77829298264987
210707,112.27627906888665
210708,86.07449153535708
210709,97.1688193748123
210710,86.21824678183475
210711,96.5402491454297
210712,93.73232854138769
210713,99.31879714496608
210714,90.86784631779301
210715,99.50001469087147
210716,95.75290916224185
210717,106.44626506826899
210718,112.29346532195632
210719,99.4979427113285
210720,97.7164249747293
